,0,1,2,3,4,5
31,91.32436,-105.13874,307.1117,-74.30587,-159.81955,-133.39996
32,94.508446,-110.330215,296.33917,-72.88997,-151.06787,-124.367004
33,113.78577,-130.78693,385.4474,-93.12437,-201.07304,-168.11015
34,88.38917,-100.74666,311.6213,-74.6039,-164.18675,-138.10922
35,89.24871,-103.50107,289.4833,-70.62517,-149.13672,-123.685844
36,82.58175,-95.62204,269.96802,-65.74221,-139.38406,-115.75704
37,81.33794,-93.714874,272.54395,-65.99127,-141.66736,-118.157814
38,104.350975,-119.232414,363.57388,-87.28694,-191.06631,-160.48114
39,103.97102,-119.19219,356.6567,-85.924484,-186.67511,-156.39934
40,90.741,-102.783844,333.8809,-79.384056,-176.89247,-149.39757
41,87.424614,-99.21775,315.14044,-75.11701,-166.82343,-140.75272
42,78.73192,-90.44189,267.69086,-64.597206,-139.6713,-116.76612
43,109.39526,-125.17877,378.5663,-91.022156,-198.58737,-166.60957
44,89.80278,-102.71677,311.47507,-74.842636,-163.44092,-137.13817
45,88.41175,-100.53004,315.1012,-75.26263,-166.49747,-140.30598
46,93.81289,-108.4766,308.69504,-75.071304,-159.72896,-132.85153
47,103.67277,-119.96732,339.8304,-82.71992,-175.66649,-146.01816
48,104.17146,-120.74097,338.65323,-82.59505,-174.66492,-144.98004
49,101.70696,-115.99044,357.5187,-85.66271,-188.30077,-158.37305
50,84.884254,-98.21508,278.527,-67.768234,-143.95378,-119.63224
51,99.27503,-114.54219,330.20593,-80.104126,-171.37251,-142.80812
52,96.597946,-109.82351,344.42004,-82.26484,-182.04088,-153.43762
53,87.82996,-101.26357,293.23962,-71.0695,-152.31688,-126.99181
54,106.389626,-122.509995,357.25888,-86.48066,-185.9074,-155.18387
55,95.01022,-109.543396,369.35828,-89.13244,-192.64969,-164.01105
56,95.150764,-108.55864,358.40332,-85.73606,-188.63354,-159.84218
57,94.208244,-110.01453,294.9933,-72.58415,-150.27864,-123.64488
58,80.8224,-92.80959,275.22937,-66.39813,-143.68959,-120.17559
59,100.62647,-114.8937,351.8146,-84.394844,-185.03189,-155.48428
60,84.94995,-99.08975,267.20856,-65.66464,-136.4733,-112.53688
61,91.58457,-106.93803,286.96548,-70.599594,-146.22324,-120.331116
62,112.56067,-129.70549,376.66473,-91.256,-195.84453,-163.39899
63,83.916115,-95.71933,294.8629,-70.64177,-155.21503,-130.48679
64,103.88084,-119.662674,348.2552,-84.33215,-181.13576,-151.15445
65,100.66319,-116.24068,333.42966,-80.966034,-172.85786,-143.949
66,80.671486,-93.32982,264.85568,-64.43421,-136.91374,-113.79673
67,99.00052,-112.49119,353.89615,-84.48007,-187.16643,-157.81741
68,105.51564,-121.5569,353.52423,-85.625984,-183.8758,-153.44722
69,103.75029,-119.16922,352.67566,-85.13498,-184.12517,-154.01387
70,92.32346,-107.5909,291.83212,-71.638664,-149.30095,-123.27598
71,83.354324,-95.80092,282.6608,-68.25545,-147.40265,-123.19295
72,87.49728,-99.83552,306.96356,-73.570274,-161.539,-135.78346
73,99.65228,-115.78256,320.04526,-78.27477,-164.47269,-136.1986
74,80.96013,-92.332794,284.70316,-68.19414,-149.88965,-126.02018
75,84.67873,-98.50707,270.30124,-66.197296,-138.6321,-114.64626
76,94.090965,-107.716286,324.9849,-78.163605,-170.35307,-142.84727
77,99.96484,-113.55353,357.81808,-85.39153,-189.30264,-159.65053
78,106.617096,-121.99414,369.04086,-88.726326,-193.59888,-162.42807
79,91.25967,-104.76167,311.17947,-75.05491,-162.54399,-135.99516
80,91.836235,-104.22039,331.12466,-78.92582,-175.29506,-147.90761
81,107.08728,-122.76855,367.27307,-88.48792,-192.23027,-161.05447
82,94.12372,-106.64363,345.37796,-82.14438,-182.95912,-154.49753
83,80.31743,-93.30836,258.1942,-63.123043,-132.67294,-109.84814
84,93.62325,-107.47551,359.42087,-86.41202,-188.12917,-159.83395
85,93.81416,-108.67855,305.8538,-74.540726,-157.85039,-131.07285
86,84.599396,-99.06879,261.58212,-64.56299,-132.45302,-108.41775
87,89.202194,-104.49441,275.43164,-68.0078,-139.35455,-113.98649
88,111.169075,-127.70266,377.67032,-91.186195,-197.16882,-164.92667
89,92.46065,-105.62195,322.59357,-77.41405,-169.54071,-142.39626
90,95.07472,-109.497314,319.0484,-77.241684,-165.98651,-138.53494
91,103.24811,-117.28121,369.57538,-88.19925,-195.53387,-164.9135
92,82.06051,-95.44537,262.23828,-64.19783,-134.50385,-111.228
93,87.99496,-101.55602,292.35822,-70.933105,-151.64563,-126.31709
94,91.49434,-104.17856,324.07333,-77.50767,-170.95815,-143.91641
95,80.748825,-92.89143,272.60025,-65.89528,-141.99608,-118.59285
96,96.060104,-111.26135,313.42368,-76.373695,-161.80371,-134.38237
97,104.03545,-119.31216,356.22153,-85.855354,-186.35805,-156.0872
98,96.174126,-112.1871,302.7077,-74.3929,-154.56224,-127.41329
99,90.8524,-105.03358,299.31598,-72.76076,-154.88428,-128.81673
100,88.62313,-100.46813,327.425,-77.89253,-173.30502,-146.41403
101,108.913536,-124.8607,373.5501,-90.00021,-195.521,-163.81491
